# theta1,theta2,theta1_dot,theta2_dot
1.771704480051994324e-02,2.787733459472656250e+01,-4.410557448863983154e-05,1.270866394042968750e-02
1.767293922603130341e-02,2.789004325866699219e+01,-1.202225685119628906e-04,1.255416870117187500e-02
1.755271665751934052e-02,2.790259742736816406e+01,9.816326200962066650e-05,1.029777526855468750e-02
1.765087991952896118e-02,2.791289520263671875e+01,-6.697513163089752197e-05,1.161575317382812500e-02
1.758390478789806366e-02,2.792451095581054688e+01,-2.595037221908569336e-05,1.283264160156250000e-02
1.755795441567897797e-02,2.793734359741210938e+01,-2.785585820674896240e-05,9.429931640625000000e-03
1.753009855747222900e-02,2.794677352905273438e+01,1.499056816101074219e-05,1.396369934082031250e-02
1.754508912563323975e-02,2.796073722839355469e+01,1.553446054458618164e-05,1.051521301269531250e-02
1.756062358617782593e-02,2.797125244140625000e+01,-9.161978960037231445e-05,1.202964782714843750e-02
1.746900379657745361e-02,2.798328208923339844e+01,-3.588013350963592529e-05,1.223754882812500000e-02
1.743312366306781769e-02,2.799551963806152344e+01,6.880611181259155273e-05,1.187705993652343750e-02
1.750192977488040924e-02,2.800739669799804688e+01,6.660819053649902344e-05,1.180267333984375000e-02
1.756853796541690826e-02,2.801919937133789062e+01,5.623698234558105469e-05,1.192474365234375000e-02
1.762477494776248932e-02,2.803112411499023438e+01,-1.160986721515655518e-05,1.295852661132812500e-02
1.761316508054733276e-02,2.804408264160156250e+01,4.585646092891693115e-05,1.033592224121093750e-02
1.765902154147624969e-02,2.805441856384277344e+01,3.048218786716461182e-05,1.180839538574218750e-02
1.768950372934341431e-02,2.806622695922851562e+01,1.601502299308776855e-05,1.324081420898437500e-02
1.770551875233650208e-02,2.807946777343750000e+01,1.037493348121643066e-05,1.084518432617187500e-02
1.771589368581771851e-02,2.809031295776367188e+01,-5.869939923286437988e-05,1.199722290039062500e-02
1.765719428658485413e-02,2.810231018066406250e+01,2.494826912879943848e-05,1.208114624023437500e-02
1.768214255571365356e-02,2.811439132690429688e+01,1.957081258296966553e-05,1.225280761718750000e-02
1.770171336829662323e-02,2.812664413452148438e+01,3.547035157680511475e-05,1.344680786132812500e-02
1.773718371987342834e-02,2.814009094238281250e+01,1.801364123821258545e-05,1.093673706054687500e-02
1.775519736111164093e-02,2.815102767944335938e+01,-7.967278361320495605e-05,1.346778869628906250e-02
1.767552457749843597e-02,2.816449546813964844e+01,8.276477456092834473e-05,1.123619079589843750e-02
1.775828935205936432e-02,2.817573165893554688e+01,9.150244295597076416e-05,1.254653930664062500e-02
1.784979179501533508e-02,2.818827819824218750e+01,9.428709745407104492e-06,1.233291625976562500e-02
1.785922050476074219e-02,2.820061111450195312e+01,1.360885798931121826e-04,1.241111755371093750e-02
1.799530908465385437e-02,2.821302223205566406e+01,-1.700036227703094482e-05,1.253128051757812500e-02
1.797830872237682343e-02,2.822555351257324219e+01,4.967488348484039307e-05,1.275825500488281250e-02
1.802798360586166382e-02,2.823831176757812500e+01,6.131827831268310547e-06,1.422309875488281250e-02
1.803411543369293213e-02,2.825253486633300781e+01,2.276208251714706421e-04,1.187133789062500000e-02
1.826173625886440277e-02,2.826440620422363281e+01,5.518458783626556396e-05,1.199150085449218750e-02
1.831692084670066833e-02,2.827639770507812500e+01,5.101785063743591309e-05,1.313018798828125000e-02
1.836793869733810425e-02,2.828952789306640625e+01,6.836466491222381592e-05,1.461029052734375000e-02
1.843630336225032806e-02,2.830413818359375000e+01,-6.452575325965881348e-05,1.327514648437500000e-02
1.837177760899066925e-02,2.831741333007812500e+01,2.447478473186492920e-04,1.462936401367187500e-02
1.861652545630931854e-02,2.833204269409179688e+01,-7.906928658485412598e-05,1.192474365234375000e-02
1.853745616972446442e-02,2.834396743774414062e+01,2.658795565366744995e-04,1.186752319335937500e-02
1.880333572626113892e-02,2.835583496093750000e+01,-2.526678144931793213e-05,1.464080810546875000e-02
1.877806894481182098e-02,2.837047576904296875e+01,2.546980977058410645e-04,1.459121704101562500e-02
1.903276704251766205e-02,2.838506698608398438e+01,-5.167350172996520996e-05,1.193237304687500000e-02
1.898109354078769684e-02,2.839699935913085938e+01,1.878794282674789429e-04,1.230430603027343750e-02
1.916897296905517578e-02,2.840930366516113281e+01,1.703724265098571777e-04,1.369285583496093750e-02
1.933934539556503296e-02,2.842299652099609375e+01,4.987232387065887451e-05,1.478576660156250000e-02
1.938921771943569183e-02,2.843778228759765625e+01,1.173615455627441406e-04,1.199340820312500000e-02
1.950657926499843597e-02,2.844977569580078125e+01,2.957880496978759766e-06,1.480865478515625000e-02
1.950953714549541473e-02,2.846458435058593750e+01,1.936461776494979858e-04,1.312255859375000000e-02
1.970318332314491272e-02,2.847770690917968750e+01,-9.113922715187072754e-06,1.309204101562500000e-02
1.969406940042972565e-02,2.849079895019531250e+01,7.241778075695037842e-05,1.355743408203125000e-02
1.976648718118667603e-02,2.850435638427734375e+01,1.348629593849182129e-04,1.204681396484375000e-02
1.990135014057159424e-02,2.851640319824218750e+01,1.407582312822341919e-04,1.579284667968750000e-02
2.004210837185382843e-02,2.853219604492187500e+01,1.036971807479858398e-04,1.342201232910156250e-02
2.014580555260181427e-02,2.854561805725097656e+01,1.565031707286834717e-04,1.356887817382812500e-02
2.030230872333049774e-02,2.855918693542480469e+01,1.032873988151550293e-04,1.233863830566406250e-02
2.040559612214565277e-02,2.857152557373046875e+01,-5.280040204524993896e-05,1.353263854980468750e-02
2.035279572010040283e-02,2.858505821228027344e+01,-3.154389560222625732e-05,1.409149169921875000e-02
2.032125182449817657e-02,2.859914970397949219e+01,7.229670882225036621e-05,1.283454895019531250e-02
2.039354853332042694e-02,2.861198425292968750e+01,8.974596858024597168e-05,1.563262939453125000e-02
2.048329450190067291e-02,2.862761688232421875e+01,-6.525963544845581055e-05,1.590347290039062500e-02
2.041803486645221710e-02,2.864352035522460938e+01,-6.207451224327087402e-05,1.344871520996093750e-02
2.035596035420894623e-02,2.865696907043457031e+01,1.858528703451156616e-04,1.516723632812500000e-02
2.054181322455406189e-02,2.867213630676269531e+01,6.220303475856781006e-05,1.457977294921875000e-02
2.060401625931262970e-02,2.868671607971191406e+01,2.960562705993652344e-04,1.502990722656250000e-02
2.090007252991199493e-02,2.870174598693847656e+01,2.818256616592407227e-04,1.559829711914062500e-02
2.118189819157123566e-02,2.871734428405761719e+01,2.246145159006118774e-04,1.195335388183593750e-02
2.140651270747184753e-02,2.872929763793945312e+01,1.802593469619750977e-04,1.219367980957031250e-02
2.158677205443382263e-02,2.874149131774902344e+01,3.671608865261077881e-04,1.468467712402343750e-02
2.195393294095993042e-02,2.875617599487304688e+01,1.230519264936447144e-04,1.250839233398437500e-02
2.207698486745357513e-02,2.876868438720703125e+01,3.938730806112289429e-04,1.353836059570312500e-02
2.247085794806480408e-02,2.878222274780273438e+01,1.102890819311141968e-04,1.256561279296875000e-02
2.258114702999591827e-02,2.879478836059570312e+01,4.352200776338577271e-04,1.111030578613281250e-02
2.301636710762977600e-02,2.880589866638183594e+01,4.815682768821716309e-05,1.204299926757812500e-02
2.306452393531799316e-02,2.881794166564941406e+01,2.478547394275665283e-04,1.235198974609375000e-02
2.331237867474555969e-02,2.883029365539550781e+01,1.713316887617111206e-04,1.264381408691406250e-02
2.348371036350727081e-02,2.884293746948242188e+01,2.616066485643386841e-04,1.217079162597656250e-02
2.374531701207160950e-02,2.885510826110839844e+01,3.696754574775695801e-04,1.195144653320312500e-02
2.411499246954917908e-02,2.886705970764160156e+01,2.244841307401657104e-04,1.190185546875000000e-02
2.433947660028934479e-02,2.887896156311035156e+01,3.191493451595306396e-04,1.082611083984375000e-02
2.465862594544887543e-02,2.888978767395019531e+01,3.596097230911254883e-04,1.279449462890625000e-02
2.501823566854000092e-02,2.890258216857910156e+01,2.427548170089721680e-04,1.121330261230468750e-02
2.526099048554897308e-02,2.891379547119140625e+01,4.280544817447662354e-04,1.154327392578125000e-02
2.568904496729373932e-02,2.892533874511718750e+01,4.123449325561523438e-04,1.168632507324218750e-02
2.610138989984989166e-02,2.893702507019042969e+01,4.949513822793960571e-04,1.142883300781250000e-02
2.659634128212928772e-02,2.894845390319824219e+01,5.703791975975036621e-04,1.231765747070312500e-02
2.716672047972679138e-02,2.896077156066894531e+01,5.011577159166336060e-04,1.114845275878906250e-02
2.766787819564342499e-02,2.897192001342773438e+01,5.047656595706939697e-04,9.204864501953125000e-03
2.817264385521411896e-02,2.898112487792968750e+01,7.432997226715087891e-04,1.279258728027343750e-02
2.891594357788562775e-02,2.899391746520996094e+01,4.364009946584701538e-04,1.085090637207031250e-02
2.935234457254409790e-02,2.900476837158203125e+01,1.581646502017974854e-04,1.005935668945312500e-02
2.951050922274589539e-02,2.901482772827148438e+01,-1.156013458967208862e-04,1.132392883300781250e-02
2.939490787684917450e-02,2.902615165710449219e+01,-8.336827158927917480e-05,9.984970092773437500e-03
2.931153960525989532e-02,2.903613662719726562e+01,-1.877937465906143188e-04,7.261276245117187500e-03
2.912374585866928101e-02,2.904339790344238281e+01,-1.032948493957519531e-04,1.054000854492187500e-02
2.902045100927352905e-02,2.905393791198730469e+01,1.138597726821899414e-04,9.845733642578125000e-03
2.913431078195571899e-02,2.906378364562988281e+01,3.408268094062805176e-05,1.416206359863281250e-02
2.916839346289634705e-02,2.907794570922851562e+01,2.999976277351379395e-04,1.397323608398437500e-02
2.946839109063148499e-02,2.909191894531250000e+01,4.057306796312332153e-04,1.453208923339843750e-02
2.987412177026271820e-02,2.910645103454589844e+01,5.445666611194610596e-04,1.558876037597656250e-02
3.041868843138217926e-02,2.912203979492187500e+01,4.712976515293121338e-04,1.637649536132812500e-02
3.088998608291149139e-02,2.913841629028320312e+01,4.038605839014053345e-04,1.444816589355468750e-02
3.129384666681289673e-02,2.915286445617675781e+01,1.600123941898345947e-04,2.022171020507812500e-02
3.145385906100273132e-02,2.917308616638183594e+01,2.529956400394439697e-04,1.540374755859375000e-02
3.170685470104217529e-02,2.918848991394042969e+01,2.415031194686889648e-04,1.650619506835937500e-02
3.194835782051086426e-02,2.920499610900878906e+01,9.143352508544921875e-05,1.902198791503906250e-02
3.203979134559631348e-02,2.922401809692382812e+01,1.536160707473754883e-04,1.509094238281250000e-02
3.219340741634368896e-02,2.923910903930664062e+01,1.819394528865814209e-04,1.673126220703125000e-02
3.237534686923027039e-02,2.925584030151367188e+01,7.171556353569030762e-05,1.756095886230468750e-02
3.244706243276596069e-02,2.927340126037597656e+01,1.513324677944183350e-04,1.677513122558593750e-02
3.259839490056037903e-02,2.929017639160156250e+01,9.412690997123718262e-05,1.829719543457031250e-02
3.269252181053161621e-02,2.930847358703613281e+01,2.573803067207336426e-05,1.584625244140625000e-02
3.271825984120368958e-02,2.932431983947753906e+01,3.055036067962646484e-04,1.546478271484375000e-02
3.302376344799995422e-02,2.933978462219238281e+01,4.440546035766601562e-05,2.128028869628906250e-02
3.306816890835762024e-02,2.936106491088867188e+01,6.648153066635131836e-05,1.764488220214843750e-02
3.313465043902397156e-02,2.937870979309082031e+01,7.228553295135498047e-05,1.625823974609375000e-02
3.320693597197532654e-02,2.939496803283691406e+01,3.669038414955139160e-05,1.555252075195312500e-02
3.324362635612487793e-02,2.941052055358886719e+01,-5.332380533218383789e-05,1.683616638183593750e-02
3.319030255079269409e-02,2.942735671997070312e+01,6.872415542602539062e-05,1.614761352539062500e-02
3.325902670621871948e-02,2.944350433349609375e+01,-8.790567517280578613e-05,1.692581176757812500e-02
3.317112103104591370e-02,2.946043014526367188e+01,5.785375833511352539e-05,1.604461669921875000e-02
3.322897478938102722e-02,2.947647476196289062e+01,1.203864812850952148e-04,1.565933227539062500e-02
3.334936127066612244e-02,2.949213409423828125e+01,6.999820470809936523e-05,1.642799377441406250e-02
3.341935947537422180e-02,2.950856208801269531e+01,1.779459416866302490e-04,1.569557189941406250e-02
3.359730541706085205e-02,2.952425765991210938e+01,6.623193621635437012e-05,1.528358459472656250e-02
3.366353735327720642e-02,2.953954124450683594e+01,6.395578384399414062e-05,1.536750793457031250e-02
3.372749313712120056e-02,2.955490875244140625e+01,2.265982329845428467e-04,1.370048522949218750e-02
3.395409137010574341e-02,2.956860923767089844e+01,3.551319241523742676e-05,1.574516296386718750e-02
3.398960456252098083e-02,2.958435440063476562e+01,2.481825649738311768e-04,1.506423950195312500e-02
3.423778712749481201e-02,2.959941864013671875e+01,1.882985234260559082e-04,1.463699340820312500e-02
3.442608565092086792e-02,2.961405563354492188e+01,5.966424942016601562e-05,1.545524597167968750e-02
3.448574990034103394e-02,2.962951087951660156e+01,2.573803067207336426e-05,1.326751708984375000e-02
3.451148793101310730e-02,2.964277839660644531e+01,1.565553247928619385e-04,1.461219787597656250e-02
3.466804325580596924e-02,2.965739059448242188e+01,-3.363564610481262207e-05,1.400566101074218750e-02
3.463440760970115662e-02,2.967139625549316406e+01,-5.452707409858703613e-05,1.432609558105468750e-02
3.457988053560256958e-02,2.968572235107421875e+01,7.189065217971801758e-05,1.439094543457031250e-02
3.465177118778228760e-02,2.970011329650878906e+01,-7.757917046546936035e-05,1.403617858886718750e-02
3.457419201731681824e-02,2.971414947509765625e+01,5.219131708145141602e-06,1.388168334960937500e-02
3.457941114902496338e-02,2.972803115844726562e+01,-1.563504338264465332e-04,1.427841186523437500e-02
3.442306071519851685e-02,2.974230957031250000e+01,3.880262374877929688e-05,1.439476013183593750e-02
3.446186333894729614e-02,2.975670433044433594e+01,-1.491233706474304199e-05,1.411628723144531250e-02
3.444695100188255310e-02,2.977082061767578125e+01,-8.207559585571289062e-05,1.433753967285156250e-02
3.436487540602684021e-02,2.978515815734863281e+01,1.132823526859283447e-04,1.454734802246093750e-02
3.447815775871276855e-02,2.979970550537109375e+01,1.131929457187652588e-04,1.543617248535156250e-02
3.459135070443153381e-02,2.981514167785644531e+01,-1.191422343254089355e-04,1.285362243652343750e-02
3.447220847010612488e-02,2.982799530029296875e+01,9.435042738914489746e-05,1.494789123535156250e-02
3.456655889749526978e-02,2.984294319152832031e+01,1.259446144104003906e-04,1.454734802246093750e-02
3.469250351190567017e-02,2.985749053955078125e+01,1.045614480972290039e-04,1.303291320800781250e-02
3.479706496000289917e-02,2.987052345275878906e+01,5.860254168510437012e-05,1.657867431640625000e-02
3.485566750168800354e-02,2.988710212707519531e+01,4.902482032775878906e-06,1.507568359375000000e-02
3.486056998372077942e-02,2.990217781066894531e+01,2.293214201927185059e-04,1.496315002441406250e-02
3.508989140391349792e-02,2.991714096069335938e+01,3.870576620101928711e-05,1.554107666015625000e-02
3.512859717011451721e-02,2.993268203735351562e+01,1.801177859306335449e-05,1.552391052246093750e-02
3.514660894870758057e-02,2.994820594787597656e+01,1.580789685249328613e-04,1.487731933593750000e-02
3.530468791723251343e-02,2.996308326721191406e+01,6.289035081863403320e-05,1.545333862304687500e-02
3.536757826805114746e-02,2.997853660583496094e+01,1.369789242744445801e-04,1.692581176757812500e-02
3.550455719232559204e-02,2.999546241760253906e+01,1.001842319965362549e-04,1.359558105468750000e-02
3.560474142432212830e-02,3.000905799865722656e+01,1.644045114517211914e-04,1.584053039550781250e-02
3.576914593577384949e-02,3.002489852905273438e+01,2.267770469188690186e-04,1.618385314941406250e-02
3.599592298269271851e-02,3.004108238220214844e+01,1.133196055889129639e-04,1.592826843261718750e-02
3.610924258828163147e-02,3.005701065063476562e+01,3.536827862262725830e-04,1.513862609863281250e-02
3.646292537450790405e-02,3.007214927673339844e+01,2.964250743389129639e-04,1.882743835449218750e-02
3.675935044884681702e-02,3.009097671508789062e+01,3.593005239963531494e-04,1.832389831542968750e-02
3.711865097284317017e-02,3.010930061340332031e+01,2.891160547733306885e-04,1.562309265136718750e-02
3.740776702761650085e-02,3.012492370605468750e+01,3.078170120716094971e-04,1.704025268554687500e-02
3.771558403968811035e-02,3.014196395874023438e+01,5.007609724998474121e-04,1.687812805175781250e-02
3.821634501218795776e-02,3.015884208679199219e+01,3.558099269866943359e-04,1.765251159667968750e-02
3.857215493917465210e-02,3.017649459838867188e+01,2.866759896278381348e-04,1.725959777832031250e-02
3.885883092880249023e-02,3.019375419616699219e+01,3.545209765434265137e-04,1.746177673339843750e-02
3.921335190534591675e-02,3.021121597290039062e+01,2.673231065273284912e-04,1.807212829589843750e-02
3.948067501187324524e-02,3.022928810119628906e+01,8.830428123474121094e-05,1.546669006347656250e-02
3.956897929310798645e-02,3.024475479125976562e+01,2.136416733264923096e-04,1.984214782714843750e-02
3.978262096643447876e-02,3.026459693908691406e+01,6.447732448577880859e-05,1.817321777343750000e-02
3.984709829092025757e-02,3.028277015686035156e+01,2.102404832839965820e-04,1.742744445800781250e-02
4.005733877420425415e-02,3.030019760131835938e+01,-1.025013625621795654e-04,1.825523376464843750e-02
3.995483741164207458e-02,3.031845283508300781e+01,1.574605703353881836e-04,1.758766174316406250e-02
4.011229798197746277e-02,3.033604049682617188e+01,1.558400690555572510e-04,1.782417297363281250e-02
4.026813805103302002e-02,3.035386466979980469e+01,1.604743301868438721e-04,1.815605163574218750e-02
4.042861238121986389e-02,3.037202072143554688e+01,1.337341964244842529e-04,1.528167724609375000e-02
4.056234657764434814e-02,3.038730239868164062e+01,2.430044114589691162e-04,2.132225036621093750e-02
4.080535098910331726e-02,3.040862464904785156e+01,9.940192103385925293e-05,1.419067382812500000e-02
4.090475291013717651e-02,3.042281532287597656e+01,2.189725637435913086e-05,2.068710327148437500e-02
4.092665016651153564e-02,3.044350242614746094e+01,3.021620213985443115e-04,1.412200927734375000e-02
4.122881218791007996e-02,3.045762443542480469e+01,1.912191510200500488e-04,2.028465270996093750e-02
4.142003133893013000e-02,3.047790908813476562e+01,2.375543117523193359e-04,1.525306701660156250e-02
4.165758565068244934e-02,3.049316215515136719e+01,1.016817986965179443e-04,1.773071289062500000e-02
4.175926744937896729e-02,3.051089286804199219e+01,8.873268961906433105e-05,1.713180541992187500e-02
4.184800013899803162e-02,3.052802467346191406e+01,6.169453263282775879e-05,1.772308349609375000e-02
4.190969467163085938e-02,3.054574775695800781e+01,-4.388391971588134766e-06,1.979637145996093750e-02
4.190530627965927124e-02,3.056554412841796875e+01,2.740919589996337891e-04,1.534461975097656250e-02
4.217939823865890503e-02,3.058088874816894531e+01,-9.534880518913269043e-05,2.009010314941406250e-02
4.208404943346977234e-02,3.060097885131835938e+01,1.015178859233856201e-04,1.626777648925781250e-02
4.218556731939315796e-02,3.061724662780761719e+01,-8.196756243705749512e-05,1.782989501953125000e-02
4.210359975695610046e-02,3.063507652282714844e+01,-3.054738044738769531e-05,1.848793029785156250e-02
4.207305237650871277e-02,3.065356445312500000e+01,1.582242548465728760e-04,1.772499084472656250e-02
4.223127663135528564e-02,3.067128944396972656e+01,-1.235119998455047607e-04,1.805877685546875000e-02
4.210776463150978088e-02,3.068934822082519531e+01,6.441399455070495605e-05,1.816940307617187500e-02
4.217217862606048584e-02,3.070751762390136719e+01,-9.361654520034790039e-05,1.759147644042968750e-02
4.207856208086013794e-02,3.072510910034179688e+01,-2.115182578563690186e-04,1.987457275390625000e-02
4.186704382300376892e-02,3.074498367309570312e+01,3.235042095184326172e-05,1.917266845703125000e-02
4.189939424395561218e-02,3.076415634155273438e+01,-9.103491902351379395e-05,1.414299011230468750e-02
4.180835932493209839e-02,3.077829933166503906e+01,-5.342066287994384766e-06,1.774406433105468750e-02
4.180301725864410400e-02,3.079604339599609375e+01,6.418675184249877930e-05,1.663398742675781250e-02
4.186720401048660278e-02,3.081267738342285156e+01,-7.880106568336486816e-05,1.688385009765625000e-02
4.178840294480323792e-02,3.082956123352050781e+01,-7.121264934539794922e-05,1.735115051269531250e-02
4.171719029545783997e-02,3.084691238403320312e+01,-3.073364496231079102e-06,1.649856567382812500e-02
4.171411693096160889e-02,3.086341094970703125e+01,1.164525747299194336e-04,1.727104187011718750e-02
4.183056950569152832e-02,3.088068199157714844e+01,-4.037097096443176270e-05,1.742553710937500000e-02
4.179019853472709656e-02,3.089810752868652344e+01,-9.539723396301269531e-05,1.622581481933593750e-02
4.169480130076408386e-02,3.091433334350585938e+01,1.544579863548278809e-04,2.056121826171875000e-02
4.184925928711891174e-02,3.093489456176757812e+01,-3.026798367500305176e-05,1.357078552246093750e-02
4.181899130344390869e-02,3.094846534729003906e+01,4.884600639343261719e-05,1.666450500488281250e-02
4.186783730983734131e-02,3.096512985229492188e+01,3.148242831230163574e-05,1.889228820800781250e-02
4.189931973814964294e-02,3.098402214050292969e+01,4.811957478523254395e-05,1.465415954589843750e-02
4.194743931293487549e-02,3.099867630004882812e+01,7.561594247817993164e-05,1.475524902343750000e-02
4.202305525541305542e-02,3.101343154907226562e+01,-6.682798266410827637e-05,1.686096191406250000e-02
4.195622727274894714e-02,3.103029251098632812e+01,7.638707756996154785e-05,1.749992370605468750e-02
4.203261435031890869e-02,3.104779243469238281e+01,4.395097494125366211e-05,1.430892944335937500e-02
4.207656532526016235e-02,3.106210136413574219e+01,-1.607835292816162109e-05,1.751518249511718750e-02
4.206048697233200073e-02,3.107961654663085938e+01,1.038946211338043213e-04,1.531410217285156250e-02
4.216438159346580505e-02,3.109493064880371094e+01,2.095103263854980469e-05,1.567840576171875000e-02
4.218533262610435486e-02,3.111060905456542969e+01,1.234598457813262939e-04,1.561164855957031250e-02
4.230879247188568115e-02,3.112622070312500000e+01,1.941733062267303467e-04,1.457023620605468750e-02
4.250296577811241150e-02,3.114079093933105469e+01,1.649037003517150879e-04,1.431083679199218750e-02
4.266786947846412659e-02,3.115510177612304688e+01,2.141296863555908203e-05,1.437950134277343750e-02
4.268928244709968567e-02,3.116948127746582031e+01,1.580603420734405518e-04,1.393127441406250000e-02
4.284734278917312622e-02,3.118341255187988281e+01,3.763288259506225586e-05,1.350021362304687500e-02
4.288497567176818848e-02,3.119691276550292969e+01,1.230463385581970215e-05,1.484298706054687500e-02
4.289728030562400818e-02,3.121175575256347656e+01,2.644956111907958984e-07,1.189804077148437500e-02
4.289754480123519897e-02,3.122365379333496094e+01,8.226558566093444824e-05,1.264762878417968750e-02
4.297981038689613342e-02,3.123630142211914062e+01,8.833035826683044434e-05,1.242065429687500000e-02
4.306814074516296387e-02,3.124872207641601562e+01,-5.462020635604858398e-05,1.216125488281250000e-02
4.301352053880691528e-02,3.126088333129882812e+01,3.240257501602172852e-05,1.276206970214843750e-02
4.304592311382293701e-02,3.127364540100097656e+01,-1.014769077301025391e-05,1.099395751953125000e-02
4.303577542304992676e-02,3.128463935852050781e+01,1.796297729015350342e-04,9.372711181640625000e-03
4.321540519595146179e-02,3.129401206970214844e+01,-9.186938405036926270e-05,1.027297973632812500e-02
4.312353581190109253e-02,3.130428504943847656e+01,1.394301652908325195e-04,1.058578491210937500e-02
4.326296597719192505e-02,3.131487083435058594e+01,9.045004844665527344e-05,8.108139038085937500e-03
4.335341602563858032e-02,3.132297897338867188e+01,1.348629593849182129e-04,8.621215820312500000e-03
4.348827898502349854e-02,3.133160018920898438e+01,2.202764153480529785e-05,8.449554443359375000e-03
4.351030662655830383e-02,3.134004974365234375e+01,3.813952207565307617e-05,8.436203002929687500e-03
4.354844614863395691e-02,3.134848594665527344e+01,1.639500260353088379e-05,7.780075073242187500e-03
4.356484115123748779e-02,3.135626602172851562e+01,1.441277563571929932e-04,7.511138916015625000e-03
4.370896890759468079e-02,3.136377716064453125e+01,-3.079324960708618164e-05,7.347106933593750000e-03
4.367817565798759460e-02,3.137112426757812500e+01,4.912540316581726074e-05,6.467819213867187500e-03
4.372730106115341187e-02,3.137759208679199219e+01,9.890273213386535645e-05,7.089614868164062500e-03
4.382620379328727722e-02,3.138468170166015625e+01,-1.141540706157684326e-04,5.962371826171875000e-03
4.371204972267150879e-02,3.139064407348632812e+01,-3.619119524955749512e-05,6.450653076171875000e-03
4.367585852742195129e-02,3.139709472656250000e+01,1.668930053710937500e-05,5.657196044921875000e-03
4.369254782795906067e-02,3.140275192260742188e+01,1.199543476104736328e-06,5.468368530273437500e-03
4.369374737143516541e-02,3.140822029113769531e+01,-1.140236854553222656e-04,5.619049072265625000e-03
4.357972368597984314e-02,3.141383934020996094e+01,1.489631831645965576e-04,5.022048950195312500e-03
4.372868686914443970e-02,3.141886138916015625e+01,-1.435279846191406250e-04,4.924774169921875000e-03
4.358515888452529907e-02,3.142378616333007812e+01,-1.367628574371337891e-04,5.294799804687500000e-03
4.344839602708816528e-02,3.142908096313476562e+01,-1.032277941703796387e-04,4.903793334960937500e-03
4.334516823291778564e-02,3.143398475646972656e+01,2.403557300567626953e-05,4.192352294921875000e-03
4.336920380592346191e-02,3.143817710876464844e+01,4.001334309577941895e-05,3.889083862304687500e-03
4.340921714901924133e-02,3.144206619262695312e+01,-2.111122012138366699e-05,4.306793212890625000e-03
4.338810592889785767e-02,3.144637298583984375e+01,-6.546080112457275391e-05,3.273010253906250000e-03
4.332264512777328491e-02,3.144964599609375000e+01,-1.067295670509338379e-04,4.249572753906250000e-03
4.321591556072235107e-02,3.145389556884765625e+01,-4.344433546066284180e-05,3.059387207031250000e-03
4.317247122526168823e-02,3.145695495605468750e+01,6.910786032676696777e-05,2.685546875000000000e-03
4.324157908558845520e-02,3.145964050292968750e+01,-2.090707421302795410e-04,1.977920532226562500e-03
4.303250834345817566e-02,3.146161842346191406e+01,-7.105991244316101074e-05,1.819610595703125000e-03
4.296144843101501465e-02,3.146343803405761719e+01,-2.675503492355346680e-05,1.581192016601562500e-03
4.293469339609146118e-02,3.146501922607421875e+01,-1.793392002582550049e-04,1.146316528320312500e-03
4.275535419583320618e-02,3.146616554260253906e+01,-2.763681113719940186e-04,1.317977905273437500e-03
4.247898608446121216e-02,3.146748352050781250e+01,-4.180409014225006104e-04,1.194000244140625000e-03
4.206094518303871155e-02,3.146867752075195312e+01,-2.129152417182922363e-04,8.335113525390625000e-04
4.184802994132041931e-02,3.146951103210449219e+01,-2.641677856445312500e-04,5.340576171875000000e-04
4.158386215567588806e-02,3.147004508972167969e+01,-2.462491393089294434e-04,1.430511474609375000e-04
4.133761301636695862e-02,3.147018814086914062e+01,-1.143179833889007568e-04,-1.373291015625000000e-04
4.122329503297805786e-02,3.147005081176757812e+01,-1.958087086677551270e-04,-1.640319824218750000e-04
4.102748632431030273e-02,3.146988677978515625e+01,-6.466731429100036621e-05,-9.918212890625000000e-05
4.096281901001930237e-02,3.146978759765625000e+01,-2.261810004711151123e-04,-5.531311035156250000e-05
4.073663800954818726e-02,3.146973228454589844e+01,-3.452971577644348145e-05,-2.861022949218750000e-05
4.070210829377174377e-02,3.146970367431640625e+01,5.479902029037475586e-06,5.912780761718750000e-05
4.070758819580078125e-02,3.146976280212402344e+01,-2.177059650421142578e-05,-3.433227539062500000e-05
4.068581759929656982e-02,3.146972846984863281e+01,-1.034475862979888916e-04,-9.536743164062500000e-06
4.058237001299858093e-02,3.146971893310546875e+01,9.498372673988342285e-05,6.675720214843750000e-05
4.067735373973846436e-02,3.146978569030761719e+01,5.087256431579589844e-05,-5.531311035156250000e-05
4.072822630405426025e-02,3.146973037719726562e+01,8.085742592811584473e-05,6.866455078125000000e-05
4.080908372998237610e-02,3.146979904174804688e+01,1.298412680625915527e-04,-1.010894775390625000e-04
4.093892499804496765e-02,3.146969795227050781e+01,-2.955272793769836426e-05,5.912780761718750000e-05
4.090937227010726929e-02,3.146975708007812500e+01,8.036568760871887207e-05,1.335144042968750000e-05
4.098973795771598816e-02,3.146977043151855469e+01,3.070384263992309570e-05,1.220703125000000000e-04
4.102044180035591125e-02,3.146989250183105469e+01,1.044198870658874512e-05,1.907348632812500000e-06
4.103088378906250000e-02,3.146989440917968750e+01,-2.565607428550720215e-05,-4.005432128906250000e-05
4.100522771477699280e-02,3.146985435485839844e+01,6.884709000587463379e-05,-1.525878906250000000e-05
4.107407480478286743e-02,3.146983909606933594e+01,-4.332512617111206055e-06,-8.010864257812500000e-05
