theta_0,theta_1,gt_x,gt_y,frame0_00,frame0_01,frame0_02,frame0_10,frame0_11,frame0_12,frame0_20,frame0_21,frame0_22,frame1_00,frame1_01,frame1_02,frame1_10,frame1_11,frame1_12,frame1_20,frame1_21,frame1_22,frame2_00,frame2_01,frame2_02,frame2_10,frame2_11,frame2_12,frame2_20,frame2_21,frame2_22,frame3_00,frame3_01,frame3_02,frame3_10,frame3_11,frame3_12,frame3_20,frame3_21,frame3_22
0.0176821426,28.1143913269,0.1539548046,0.0664370929,0.9998436750,-0.0176812212,0.0000000000,0.0176812212,0.9998436750,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998436750,-0.0176812212,0.5499140212,0.0176812212,0.9998436750,0.0097246716,0.0000000000,0.0000000000,1.0000000000,-0.9898980417,-0.1417810532,0.5499140212,0.1417810532,-0.9898980417,0.0097246716,0.0000000000,0.0000000000,1.0000000000,-0.9898980417,-0.1417810532,0.1539548046,0.1417810532,-0.9898980417,0.0664370929,0.0000000000,0.0000000000,1.0000000000
0.0177017134,28.1266441345,0.1532884529,0.0615843451,0.9998433288,-0.0177007889,0.0000000000,0.0177007889,0.9998433288,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998433288,-0.0177007889,0.5499138308,0.0177007889,0.9998433288,0.0097354339,0.0000000000,0.0000000000,1.0000000000,-0.9915634448,-0.1296222780,0.5499138308,0.1296222780,-0.9915634448,0.0097354339,0.0000000000,0.0000000000,1.0000000000,-0.9915634448,-0.1296222780,0.1532884529,0.1296222780,-0.9915634448,0.0615843451,0.0000000000,0.0000000000,1.0000000000
0.0177371837,28.1400909424,0.1526251341,0.0562518868,0.9998427003,-0.0177362537,0.0000000000,0.0177362537,0.9998427003,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998427003,-0.0177362537,0.5499134852,0.0177362537,0.9998427003,0.0097549395,0.0000000000,0.0000000000,1.0000000000,-0.9932208777,-0.1162423681,0.5499134852,0.1162423681,-0.9932208777,0.0097549395,0.0000000000,0.0000000000,1.0000000000,-0.9932208777,-0.1162423681,0.1526251341,0.1162423681,-0.9932208777,0.0562518868,0.0000000000,0.0000000000,1.0000000000
0.0177551974,28.1510276794,0.1521394444,0.0519068950,0.9998423806,-0.0177542645,0.0000000000,0.0177542645,0.9998423806,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998423806,-0.0177542645,0.5499133093,0.0177542645,0.9998423806,0.0097648455,0.0000000000,0.0000000000,1.0000000000,-0.9944346625,-0.1053551238,0.5499133093,0.1053551238,-0.9944346625,0.0097648455,0.0000000000,0.0000000000,1.0000000000,-0.9944346625,-0.1053551238,0.1521394444,0.1053551238,-0.9944346625,0.0519068950,0.0000000000,0.0000000000,1.0000000000
0.0176755246,28.1644954681,0.1516116831,0.0465340216,0.9998437920,-0.0176746042,0.0000000000,0.0176746042,0.9998437920,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998437920,-0.0176746042,0.5499140856,0.0176746042,0.9998437920,0.0097210323,0.0000000000,0.0000000000,1.0000000000,-0.9957560062,-0.0920324731,0.5499140856,0.0920324731,-0.9957560062,0.0097210323,0.0000000000,0.0000000000,1.0000000000,-0.9957560062,-0.0920324731,0.1516116831,0.0920324731,-0.9957560062,0.0465340216,0.0000000000,0.0000000000,1.0000000000
0.0177582894,28.1757316589,0.1512197157,0.0420689059,0.9998423257,-0.0177573560,0.0000000000,0.0177573560,0.9998423257,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998423257,-0.0177573560,0.5499132791,0.0177573560,0.9998423257,0.0097665458,0.0000000000,0.0000000000,1.0000000000,-0.9967339086,-0.0807559003,0.5499132791,0.0807559003,-0.9967339086,0.0097665458,0.0000000000,0.0000000000,1.0000000000,-0.9967339086,-0.0807559003,0.1512197157,0.0807559003,-0.9967339086,0.0420689059,0.0000000000,0.0000000000,1.0000000000
0.0178497918,28.1882781982,0.1508424313,0.0370780729,0.9998406967,-0.0178488439,0.0000000000,0.0178488439,0.9998406967,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998406967,-0.0178488439,0.5499123832,0.0178488439,0.9998406967,0.0098168642,0.0000000000,0.0000000000,1.0000000000,-0.9976748797,-0.0681530218,0.5499123832,0.0681530218,-0.9976748797,0.0098168642,0.0000000000,0.0000000000,1.0000000000,-0.9976748797,-0.0681530218,0.1508424313,0.0681530218,-0.9976748797,0.0370780729,0.0000000000,0.0000000000,1.0000000000
0.0178592205,28.2006111145,0.1505362755,0.0321558475,0.9998405284,-0.0178582711,0.0000000000,0.0178582711,0.9998405284,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998405284,-0.0178582711,0.5499122906,0.0178582711,0.9998405284,0.0098220491,0.0000000000,0.0000000000,1.0000000000,-0.9984400378,-0.0558344959,0.5499122906,0.0558344959,-0.9984400378,0.0098220491,0.0000000000,0.0000000000,1.0000000000,-0.9984400378,-0.0558344959,0.1505362755,0.0558344959,-0.9984400378,0.0321558475,0.0000000000,0.0000000000,1.0000000000
0.0179953091,28.2130222321,0.1502861512,0.0272180045,0.9998380888,-0.0179943379,0.0000000000,0.0179943379,0.9998380888,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998380888,-0.0179943379,0.5499109488,0.0179943379,0.9998380888,0.0098968858,0.0000000000,0.0000000000,1.0000000000,-0.9990619940,-0.0433027967,0.5499109488,0.0433027967,-0.9990619940,0.0098968858,0.0000000000,0.0000000000,1.0000000000,-0.9990619940,-0.0433027967,0.1502861512,0.0433027967,-0.9990619940,0.0272180045,0.0000000000,0.0000000000,1.0000000000
0.0179783087,28.2255535126,0.1501008554,0.0222064134,0.9998383946,-0.0179773402,0.0000000000,0.0179773402,0.9998383946,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998383946,-0.0179773402,0.5499111170,0.0179773402,0.9998383946,0.0098875371,0.0000000000,0.0000000000,1.0000000000,-0.9995256540,-0.0307971906,0.5499111170,0.0307971906,-0.9995256540,0.0098875371,0.0000000000,0.0000000000,1.0000000000,-0.9995256540,-0.0307971906,0.1501008554,0.0307971906,-0.9995256540,0.0222064134,0.0000000000,0.0000000000,1.0000000000
0.0180279836,28.2383117676,0.1499753812,0.0171121179,0.9998375003,-0.0180270071,0.0000000000,0.0180270071,0.9998375003,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998375003,-0.0180270071,0.5499106252,0.0180270071,0.9998375003,0.0099148539,0.0000000000,0.0000000000,1.0000000000,-0.9998381100,-0.0179931601,0.5499106252,0.0179931601,-0.9998381100,0.0099148539,0.0000000000,0.0000000000,1.0000000000,-0.9998381100,-0.0179931601,0.1499753812,0.0179931601,-0.9998381100,0.0171121179,0.0000000000,0.0000000000,1.0000000000
0.0180341154,28.2525348663,0.1499133993,0.0114241825,0.9998373897,-0.0180331379,0.0000000000,0.0180331379,0.9998373897,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998373897,-0.0180331379,0.5499105644,0.0180331379,0.9998373897,0.0099182259,0.0000000000,0.0000000000,1.0000000000,-0.9999929128,-0.0037648916,0.5499105644,0.0037648916,-0.9999929128,0.0099182259,0.0000000000,0.0000000000,1.0000000000,-0.9999929128,-0.0037648916,0.1499133993,0.0037648916,-0.9999929128,0.0114241825,0.0000000000,0.0000000000,1.0000000000
0.0182617363,28.2644062042,0.1499221837,0.0067098120,0.9998332591,-0.0182607213,0.0000000000,0.0182607213,0.9998332591,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998332591,-0.0182607213,0.5499082925,0.0182607213,0.9998332591,0.0100433967,0.0000000000,0.0000000000,1.0000000000,-0.9999652719,0.0083339617,0.5499082925,-0.0083339617,-0.9999652719,0.0100433967,0.0000000000,0.0000000000,1.0000000000,-0.9999652719,0.0083339617,0.1499221837,-0.0083339617,-0.9999652719,0.0067098120,0.0000000000,0.0000000000,1.0000000000
0.0183169208,28.2763977051,0.1499908095,0.0019220101,0.9998322499,-0.0183158966,0.0000000000,0.0183158966,0.9998322499,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998322499,-0.0183158966,0.5499077374,0.0183158966,0.9998322499,0.0100737431,0.0000000000,0.0000000000,1.0000000000,-0.9997923198,0.0203793327,0.5499077374,-0.0203793327,-0.9997923198,0.0100737431,0.0000000000,0.0000000000,1.0000000000,-0.9997923198,0.0203793327,0.1499908095,-0.0203793327,-0.9997923198,0.0019220101,0.0000000000,0.0000000000,1.0000000000
0.0183679387,28.2895278931,0.1501324825,-0.0033204614,0.9998313142,-0.0183669059,0.0000000000,0.0183669059,0.9998313142,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998313142,-0.0183669059,0.5499072228,0.0183669059,0.9998313142,0.0101017982,0.0000000000,0.0000000000,1.0000000000,-0.9994368506,0.0335556491,0.5499072228,-0.0335556491,-0.9994368506,0.0101017982,0.0000000000,0.0000000000,1.0000000000,-0.9994368506,0.0335556491,0.1501324825,-0.0335556491,-0.9994368506,-0.0033204614,0.0000000000,0.0000000000,1.0000000000
0.0184363034,28.3041381836,0.1503718718,-0.0091493661,0.9998300562,-0.0184352590,0.0000000000,0.0184352590,0.9998300562,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998300562,-0.0184352590,0.5499065309,0.0184352590,0.9998300562,0.0101393924,0.0000000000,0.0000000000,1.0000000000,-0.9988366477,0.0482218963,0.5499065309,-0.0482218963,-0.9988366477,0.0101393924,0.0000000000,0.0000000000,1.0000000000,-0.9988366477,0.0482218963,0.1503718718,-0.0482218963,-0.9988366477,-0.0091493661,0.0000000000,0.0000000000,1.0000000000
0.0183717776,28.3174133301,0.1506621970,-0.0144611134,0.9998312436,-0.0183707441,0.0000000000,0.0183707441,0.9998312436,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998312436,-0.0183707441,0.5499071840,0.0183707441,0.9998312436,0.0101039093,0.0000000000,0.0000000000,1.0000000000,-0.9981124675,0.0614125568,0.5499071840,-0.0614125568,-0.9981124675,0.0101039093,0.0000000000,0.0000000000,1.0000000000,-0.9981124675,0.0614125568,0.1506621970,-0.0614125568,-0.9981124675,-0.0144611134,0.0000000000,0.0000000000,1.0000000000
0.0186165255,28.3320426941,0.1510692405,-0.0202620034,0.9998267175,-0.0186154501,0.0000000000,0.0186154501,0.9998267175,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998267175,-0.0186154501,0.5499046946,0.0186154501,0.9998267175,0.0102384976,0.0000000000,0.0000000000,1.0000000000,-0.9970886352,0.0762512526,0.5499046946,-0.0762512526,-0.9970886352,0.0102384976,0.0000000000,0.0000000000,1.0000000000,-0.9970886352,0.0762512526,0.1510692405,-0.0762512526,-0.9970886352,-0.0202620034,0.0000000000,0.0000000000,1.0000000000
0.0185374562,28.3439674377,0.1514593209,-0.0250277086,0.9998281863,-0.0185363945,0.0000000000,0.0185363945,0.9998281863,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998281863,-0.0185363945,0.5499055025,0.0185363945,0.9998281863,0.0101950170,0.0000000000,0.0000000000,1.0000000000,-0.9961154539,0.0880568139,0.5499055025,-0.0880568139,-0.9961154539,0.0101950170,0.0000000000,0.0000000000,1.0000000000,-0.9961154539,0.0880568139,0.1514593209,-0.0880568139,-0.9961154539,-0.0250277086,0.0000000000,0.0000000000,1.0000000000
0.0188033357,28.3558349609,0.1519132810,-0.0297132970,0.9998232225,-0.0188022277,0.0000000000,0.0188022277,0.9998232225,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998232225,-0.0188022277,0.5499027724,0.0188022277,0.9998232225,0.0103412252,0.0000000000,0.0000000000,1.0000000000,-0.9949737285,0.1001363056,0.5499027724,-0.1001363056,-0.9949737285,0.0103412252,0.0000000000,0.0000000000,1.0000000000,-0.9949737285,0.1001363056,0.1519132810,-0.1001363056,-0.9949737285,-0.0297132970,0.0000000000,0.0000000000,1.0000000000
0.0187780689,28.3704757690,0.1525414471,-0.0355395380,0.9998236972,-0.0187769654,0.0000000000,0.0187769654,0.9998236972,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998236972,-0.0187769654,0.5499030335,0.0187769654,0.9998236972,0.0103273310,0.0000000000,0.0000000000,1.0000000000,-0.9934039660,0.1146671724,0.5499030335,-0.1146671724,-0.9934039660,0.0103273310,0.0000000000,0.0000000000,1.0000000000,-0.9934039660,0.1146671724,0.1525414471,-0.1146671724,-0.9934039660,-0.0355395380,0.0000000000,0.0000000000,1.0000000000
0.0190327670,28.3850669861,0.1532634982,-0.0412934043,0.9998188824,-0.0190316180,0.0000000000,0.0190316180,0.9998188824,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998188824,-0.0190316180,0.5499003853,0.0190316180,0.9998188824,0.0104673899,0.0000000000,0.0000000000,1.0000000000,-0.9915922177,0.1294019855,0.5499003853,-0.1294019855,-0.9915922177,0.0104673899,0.0000000000,0.0000000000,1.0000000000,-0.9915922177,0.1294019855,0.1532634982,-0.1294019855,-0.9915922177,-0.0412934043,0.0000000000,0.0000000000,1.0000000000
0.0189810935,28.3969993591,0.1539069709,-0.0460303794,0.9998198645,-0.0189799538,0.0000000000,0.0189799538,0.9998198645,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998198645,-0.0189799538,0.5499009254,0.0189799538,0.9998198645,0.0104389746,0.0000000000,0.0000000000,1.0000000000,-0.9899848864,0.1411733851,0.5499009254,-0.1411733851,-0.9899848864,0.0104389746,0.0000000000,0.0000000000,1.0000000000,-0.9899848864,0.1411733851,0.1539069709,-0.1411733851,-0.9899848864,-0.0460303794,0.0000000000,0.0000000000,1.0000000000
0.0191689730,28.4093036652,0.1546413052,-0.0508693597,0.9998162809,-0.0191677991,0.0000000000,0.0191677991,0.9998162809,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998162809,-0.0191677991,0.5498989545,0.0191677991,0.9998162809,0.0105422895,0.0000000000,0.0000000000,1.0000000000,-0.9881441233,0.1535291230,0.5498989545,-0.1535291230,-0.9881441233,0.0105422895,0.0000000000,0.0000000000,1.0000000000,-0.9881441233,0.1535291230,0.1546413052,-0.1535291230,-0.9881441233,-0.0508693597,0.0000000000,0.0000000000,1.0000000000
0.0193393454,28.4229965210,0.1555288190,-0.0562491425,0.9998130007,-0.0193381399,0.0000000000,0.0193381399,0.9998130007,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998130007,-0.0193381399,0.5498971504,0.0193381399,0.9998130007,0.0106359769,0.0000000000,0.0000000000,1.0000000000,-0.9859208285,0.1672127986,0.5498971504,-0.1672127986,-0.9859208285,0.0106359769,0.0000000000,0.0000000000,1.0000000000,-0.9859208285,0.1672127986,0.1555288190,-0.1672127986,-0.9859208285,-0.0562491425,0.0000000000,0.0000000000,1.0000000000
0.0193892177,28.4377822876,0.1565639336,-0.0620648490,0.9998120350,-0.0193880029,0.0000000000,0.0193880029,0.9998120350,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998120350,-0.0193880029,0.5498966193,0.0193880029,0.9998120350,0.0106634016,0.0000000000,0.0000000000,1.0000000000,-0.9833317140,0.1818206264,0.5498966193,-0.1818206264,-0.9833317140,0.0106634016,0.0000000000,0.0000000000,1.0000000000,-0.9833317140,0.1818206264,0.1565639336,-0.1818206264,-0.9833317140,-0.0620648490,0.0000000000,0.0000000000,1.0000000000
0.0195065793,28.4497756958,0.1574722968,-0.0667584240,0.9998097527,-0.0195053422,0.0000000000,0.0195053422,0.9998097527,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998097527,-0.0195053422,0.5498953640,0.0195053422,0.9998097527,0.0107279382,0.0000000000,0.0000000000,1.0000000000,-0.9810576680,0.1937159055,0.5498953640,-0.1937159055,-0.9810576680,0.0107279382,0.0000000000,0.0000000000,1.0000000000,-0.9810576680,0.1937159055,0.1574722968,-0.1937159055,-0.9810576680,-0.0667584240,0.0000000000,0.0000000000,1.0000000000
0.0195095371,28.4645843506,0.1586629659,-0.0725605039,0.9998096950,-0.0195082995,0.0000000000,0.0195082995,0.9998096950,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998096950,-0.0195082995,0.5498953323,0.0195082995,0.9998096950,0.0107295647,0.0000000000,0.0000000000,1.0000000000,-0.9780809158,0.2082251717,0.5498953323,-0.2082251717,-0.9780809158,0.0107295647,0.0000000000,0.0000000000,1.0000000000,-0.9780809158,0.2082251717,0.1586629659,-0.2082251717,-0.9780809158,-0.0725605039,0.0000000000,0.0000000000,1.0000000000
0.0197031833,28.4777069092,0.1598046391,-0.0776562109,0.9998058986,-0.0197019085,0.0000000000,0.0197019085,0.9998058986,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998058986,-0.0197019085,0.5498932442,0.0197019085,0.9998058986,0.0108360497,0.0000000000,0.0000000000,1.0000000000,-0.9752215127,0.2212306515,0.5498932442,-0.2212306515,-0.9752215127,0.0108360497,0.0000000000,0.0000000000,1.0000000000,-0.9752215127,0.2212306515,0.1598046391,-0.2212306515,-0.9752215127,-0.0776562109,0.0000000000,0.0000000000,1.0000000000
0.0196940694,28.4907989502,0.1609958265,-0.0827570046,0.9998060781,-0.0196927963,0.0000000000,0.0196927963,0.9998060781,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998060781,-0.0196927963,0.5498933429,0.0196927963,0.9998060781,0.0108310380,0.0000000000,0.0000000000,1.0000000000,-0.9722437911,0.2339701065,0.5498933429,-0.2339701065,-0.9722437911,0.0108310380,0.0000000000,0.0000000000,1.0000000000,-0.9722437911,0.2339701065,0.1609958265,-0.2339701065,-0.9722437911,-0.0827570046,0.0000000000,0.0000000000,1.0000000000
0.0197664872,28.5043563843,0.1623067151,-0.0880089411,0.9998046494,-0.0197652000,0.0000000000,0.0197652000,0.9998046494,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998046494,-0.0197652000,0.5498925571,0.0197652000,0.9998046494,0.0108708600,0.0000000000,0.0000000000,1.0000000000,-0.9689646051,0.2471995027,0.5498925571,-0.2471995027,-0.9689646051,0.0108708600,0.0000000000,0.0000000000,1.0000000000,-0.9689646051,0.2471995027,0.1623067151,-0.2471995027,-0.9689646051,-0.0880089411,0.0000000000,0.0000000000,1.0000000000
0.0199013501,28.5164031982,0.1635384933,-0.0926487733,0.9998019747,-0.0199000365,0.0000000000,0.0199000365,0.9998019747,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9998019747,-0.0199000365,0.5498910861,0.0199000365,0.9998019747,0.0109450201,0.0000000000,0.0000000000,1.0000000000,-0.9658814820,0.2589844834,0.5498910861,-0.2589844834,-0.9658814820,0.0109450201,0.0000000000,0.0000000000,1.0000000000,-0.9658814820,0.2589844834,0.1635384933,-0.2589844834,-0.9658814820,-0.0926487733,0.0000000000,0.0000000000,1.0000000000
0.0200421084,28.5321960449,0.1652365424,-0.0987139509,0.9997991637,-0.0200407666,0.0000000000,0.0200407666,0.9997991637,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997991637,-0.0200407666,0.5498895400,0.0200407666,0.9997991637,0.0110224216,0.0000000000,0.0000000000,1.0000000000,-0.9616324939,0.2743409314,0.5498895400,-0.2743409314,-0.9616324939,0.0110224216,0.0000000000,0.0000000000,1.0000000000,-0.9616324939,0.2743409314,0.1652365424,-0.2743409314,-0.9616324939,-0.0987139509,0.0000000000,0.0000000000,1.0000000000
0.0201458056,28.5456180573,0.1667547981,-0.1038494374,0.9997970801,-0.0201444429,0.0000000000,0.0201444429,0.9997970801,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997970801,-0.0201444429,0.5498883941,0.0201444429,0.9997970801,0.0110794436,0.0000000000,0.0000000000,1.0000000000,-0.9578339898,0.2873222023,0.5498883941,-0.2873222023,-0.9578339898,0.0110794436,0.0000000000,0.0000000000,1.0000000000,-0.9578339898,0.2873222023,0.1667547981,-0.2873222023,-0.9578339898,-0.1038494374,0.0000000000,0.0000000000,1.0000000000
0.0203023087,28.5591869354,0.1683665386,-0.1090110425,0.9997939152,-0.0203009140,0.0000000000,0.0203009140,0.9997939152,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997939152,-0.0203009140,0.5498866534,0.0203009140,0.9997939152,0.0111655027,0.0000000000,0.0000000000,1.0000000000,-0.9538002870,0.3004413630,0.5498866534,-0.3004413630,-0.9538002870,0.0111655027,0.0000000000,0.0000000000,1.0000000000,-0.9538002870,0.3004413630,0.1683665386,-0.3004413630,-0.9538002870,-0.1090110425,0.0000000000,0.0000000000,1.0000000000
0.0204055961,28.5715255737,0.1698901010,-0.1136916670,0.9997918130,-0.0204041800,0.0000000000,0.0204041800,0.9997918130,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997918130,-0.0204041800,0.5498854972,0.0204041800,0.9997918130,0.0112222990,0.0000000000,0.0000000000,1.0000000000,-0.9499884904,0.3122849150,0.5498854972,-0.3122849150,-0.9499884904,0.0112222990,0.0000000000,0.0000000000,1.0000000000,-0.9499884904,0.3122849150,0.1698901010,-0.3122849150,-0.9499884904,-0.1136916670,0.0000000000,0.0000000000,1.0000000000
0.0203527957,28.5850582123,0.1716089851,-0.1188314739,0.9997928890,-0.0203513906,0.0000000000,0.0203513906,0.9997928890,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997928890,-0.0203513906,0.5498860890,0.0203513906,0.9997928890,0.0111932648,0.0000000000,0.0000000000,1.0000000000,-0.9456927597,0.3250618467,0.5498860890,-0.3250618467,-0.9456927597,0.0111932648,0.0000000000,0.0000000000,1.0000000000,-0.9456927597,0.3250618467,0.1716089851,-0.3250618467,-0.9456927597,-0.1188314739,0.0000000000,0.0000000000,1.0000000000
0.0203212518,28.5991497040,0.1734748074,-0.1241543490,0.9997935305,-0.0203198532,0.0000000000,0.0203198532,0.9997935305,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997935305,-0.0203198532,0.5498864418,0.0203198532,0.9997935305,0.0111759193,0.0000000000,0.0000000000,1.0000000000,-0.9410290860,0.3383256706,0.5498864418,-0.3383256706,-0.9410290860,0.0111759193,0.0000000000,0.0000000000,1.0000000000,-0.9410290860,0.3383256706,0.1734748074,-0.3383256706,-0.9410290860,-0.1241543490,0.0000000000,0.0000000000,1.0000000000
0.0203935485,28.6119842529,0.1752519885,-0.1289614740,0.9997920588,-0.0203921350,0.0000000000,0.0203921350,0.9997920588,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997920588,-0.0203921350,0.5498856323,0.0203921350,0.9997920588,0.0112156742,0.0000000000,0.0000000000,1.0000000000,-0.9365841096,0.3504428706,0.5498856323,-0.3504428706,-0.9365841096,0.0112156742,0.0000000000,0.0000000000,1.0000000000,-0.9365841096,0.3504428706,0.1752519885,-0.3504428706,-0.9365841096,-0.1289614740,0.0000000000,0.0000000000,1.0000000000
0.0204832945,28.6276168823,0.1775011091,-0.1347846871,0.9997902247,-0.0204818622,0.0000000000,0.0204818622,0.9997902247,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997902247,-0.0204818622,0.5498846236,0.0204818622,0.9997902247,0.0112650242,0.0000000000,0.0000000000,1.0000000000,-0.9309587861,0.3651242783,0.5498846236,-0.3651242783,-0.9309587861,0.0112650242,0.0000000000,0.0000000000,1.0000000000,-0.9309587861,0.3651242783,0.1775011091,-0.3651242783,-0.9309587861,-0.1347846871,0.0000000000,0.0000000000,1.0000000000
0.0204180349,28.6435203552,0.1798616179,-0.1406998975,0.9997915592,-0.0204166162,0.0000000000,0.0204166162,0.9997915592,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997915592,-0.0204166162,0.5498853575,0.0204166162,0.9997915592,0.0112291389,0.0000000000,0.0000000000,1.0000000000,-0.9250593491,0.3798225911,0.5498853575,-0.3798225911,-0.9250593491,0.0112291389,0.0000000000,0.0000000000,1.0000000000,-0.9250593491,0.3798225911,0.1798616179,-0.3798225911,-0.9250593491,-0.1406998975,0.0000000000,0.0000000000,1.0000000000
0.0203559604,28.6569690704,0.1819292266,-0.1456736455,0.9997928246,-0.0203545546,0.0000000000,0.0203545546,0.9997928246,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997928246,-0.0203545546,0.5498860535,0.0203545546,0.9997928246,0.0111950050,0.0000000000,0.0000000000,1.0000000000,-0.9198920673,0.3921716263,0.5498860535,-0.3921716263,-0.9198920673,0.0111950050,0.0000000000,0.0000000000,1.0000000000,-0.9198920673,0.3921716263,0.1819292266,-0.3921716263,-0.9198920673,-0.1456736455,0.0000000000,0.0000000000,1.0000000000
0.0205418132,28.6721363068,0.1843788263,-0.1512020119,0.9997890244,-0.0205403686,0.0000000000,0.0205403686,0.9997890244,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997890244,-0.0205403686,0.5498839634,0.0205403686,0.9997890244,0.0112972027,0.0000000000,0.0000000000,1.0000000000,-0.9137628428,0.4062480365,0.5498839634,-0.4062480365,-0.9137628428,0.0112972027,0.0000000000,0.0000000000,1.0000000000,-0.9137628428,0.4062480365,0.1843788263,-0.4062480365,-0.9137628428,-0.1512020119,0.0000000000,0.0000000000,1.0000000000
0.0206040163,28.6867160797,0.1867965263,-0.1565019151,0.9997877448,-0.0206025585,0.0000000000,0.0206025585,0.9997877448,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997877448,-0.0206025585,0.5498832596,0.0206025585,0.9997877448,0.0113314072,0.0000000000,0.0000000000,1.0000000000,-0.9077168334,0.4195833056,0.5498832596,-0.4195833056,-0.9077168334,0.0113314072,0.0000000000,0.0000000000,1.0000000000,-0.9077168334,0.4195833056,0.1867965263,-0.4195833056,-0.9077168334,-0.1565019151,0.0000000000,0.0000000000,1.0000000000
0.0209000725,28.7017459869,0.1894078951,-0.1618838450,0.9997816014,-0.0208985510,0.0000000000,0.0208985510,0.9997816014,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997816014,-0.0208985510,0.5498798808,0.0208985510,0.9997816014,0.0114942030,0.0000000000,0.0000000000,1.0000000000,-0.9011799642,0.4334451201,0.5498798808,-0.4334451201,-0.9011799642,0.0114942030,0.0000000000,0.0000000000,1.0000000000,-0.9011799642,0.4334451201,0.1894078951,-0.4334451201,-0.9011799642,-0.1618838450,0.0000000000,0.0000000000,1.0000000000
0.0211818982,28.7173442841,0.1922032335,-0.1674311134,0.9997756720,-0.0211803143,0.0000000000,0.0211803143,0.9997756720,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997756720,-0.0211803143,0.5498766196,0.0211803143,0.9997756720,0.0116491728,0.0000000000,0.0000000000,1.0000000000,-0.8941834651,0.4477007155,0.5498766196,-0.4477007155,-0.8941834651,0.0116491728,0.0000000000,0.0000000000,1.0000000000,-0.8941834651,0.4477007155,0.1922032335,-0.4477007155,-0.8941834651,-0.1674311134,0.0000000000,0.0000000000,1.0000000000
0.0214065127,28.7292976379,0.1944079049,-0.1716499520,0.9997708894,-0.0214048779,0.0000000000,0.0214048779,0.9997708894,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9997708894,-0.0214048779,0.5498739891,0.0214048779,0.9997708894,0.0117726828,0.0000000000,0.0000000000,1.0000000000,-0.8886652105,0.4585565871,0.5498739891,-0.4585565871,-0.8886652105,0.0117726828,0.0000000000,0.0000000000,1.0000000000,-0.8886652105,0.4585565871,0.1944079049,-0.4585565871,-0.8886652105,-0.1716499520,0.0000000000,0.0000000000,1.0000000000
